"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Device: Pixel 10 Pro XL. Median Startup: 241.787786ms, Median Frames: 40.0","0","Performance & Compose Metrics","","2026-03-18","passed","2026-03-18","","","",""
"","55778","measureLoginToSignup","","2026-03-18","passed","2026-03-18","","com.patifiner.benchmark.BaselineProfileGenerator","com.patifiner.benchmark.performance.ChangeTabsBenchmark",""
"","612","loginEmailIsRestored","","2026-03-18","passed","2026-03-18","","com.patifiner.benchmark.BaselineProfileGenerator","com.patifiner.benchmark.tests.LoginStateRestorationTest",""
"","405","checkAllModules[jvm]","","2026-03-16","passed","2026-03-16","","CheckModulesTest[jvm]","CheckModulesTest",""
"","3","generateBaselineProfiles","","2026-03-18","skipped","2026-03-18","","com.patifiner.benchmark.BaselineProfileGenerator","com.patifiner.benchmark.BaselineProfileGenerator",""
"","38931","measureColdStartup","","2026-03-18","passed","2026-03-18","","com.patifiner.benchmark.BaselineProfileGenerator","com.patifiner.benchmark.performance.ColdStartupBenchmark",""
